subject,attn,block,object,occluder,rep,x,y
F127,off,14,lamp,upper,3,740.900024414062,623.799987792969
F127,off,14,lamp,upper,4,738.400024414062,612.700012207031
F127,off,14,lamp,upper,5,738.900024414062,604.5
F127,off,14,lamp,upper,6,742.099975585938,607.700012207031
F127,off,14,lamp,upper,7,742.400024414062,611.799987792969
F127,off,14,lamp,upper,8,744.5,607.099975585938
F127,off,15,elephant,upper,1,769,591.200012207031
F127,off,15,elephant,upper,2,776.599975585938,594.5
F127,off,15,elephant,upper,3,778.099975585938,607.5
F127,off,15,elephant,upper,4,775.700012207031,595.799987792969
F127,off,15,elephant,upper,5,781.5,598.900024414062
F127,off,15,elephant,upper,6,780.099975585938,607.5
F127,off,15,elephant,upper,7,775.200012207031,603.799987792969
F127,off,15,elephant,upper,8,775.599975585938,602.900024414062
F127,off,16,hare,upper,1,760.200012207031,587.200012207031
F127,off,16,hare,upper,2,765.200012207031,599.099975585938
F127,off,16,hare,upper,3,761.5,601.5
F127,off,16,hare,upper,4,761.200012207031,592.400024414062
F127,off,16,hare,upper,5,769.400024414062,594.700012207031
F127,off,16,hare,upper,6,771.099975585938,608.099975585938
F127,off,16,hare,upper,7,767.599975585938,598.599975585938
F127,off,16,hare,upper,8,763.700012207031,598.799987792969
F127,off,17,bison,complete,1,773.5,626.900024414062
F127,off,17,bison,complete,2,759.400024414062,605.299987792969
F127,off,17,bison,complete,3,764.900024414062,599.599975585938
F127,off,17,bison,complete,4,768.700012207031,611.700012207031
F127,off,17,bison,complete,5,778.599975585938,622
F127,off,17,bison,complete,6,779.200012207031,627.299987792969
F127,off,17,bison,complete,7,775.5,624.5
F127,off,17,bison,complete,8,777.299987792969,630.400024414062
F127,off,18,sportsCar,upper,1,795.599975585938,609.200012207031
F127,off,18,sportsCar,upper,2,789.200012207031,624.900024414062
F127,off,18,sportsCar,upper,3,797.400024414062,627.200012207031
F127,off,18,sportsCar,upper,4,793.200012207031,628.099975585938
F127,off,18,sportsCar,upper,5,788.5,628.599975585938
F127,off,18,sportsCar,upper,6,788.200012207031,628.599975585938
F127,off,18,sportsCar,upper,7,787.400024414062,627.5
F127,off,18,sportsCar,upper,8,787.599975585938,628.5
F127,off,19,hare,lower,1,752.5,559.5
F127,off,19,hare,lower,2,760.599975585938,590.5
F127,off,19,hare,lower,3,765.299987792969,593.799987792969
F127,off,19,hare,lower,4,778.900024414062,602.5
F127,off,19,hare,lower,5,773.5,610.400024414062
F127,off,19,hare,lower,6,778.200012207031,607.599975585938
F127,off,19,hare,lower,7,782.900024414062,598.799987792969
F127,off,19,hare,lower,8,775.299987792969,595.700012207031
F127,off,20,teapot,complete,1,807.099975585938,555.700012207031
F127,off,20,teapot,complete,2,803.400024414062,566.299987792969
F127,off,20,teapot,complete,3,800.200012207031,580.200012207031
F127,off,20,teapot,complete,4,798.299987792969,595.799987792969
F127,off,20,teapot,complete,5,795,600.599975585938
F127,off,20,teapot,complete,6,797.299987792969,600.400024414062
F127,off,20,teapot,complete,7,799.900024414062,611.299987792969
F127,off,20,teapot,complete,8,805.599975585938,592.5
F127,off,21,bear,upper,1,793,566.5
F127,off,21,bear,upper,2,800.700012207031,567.099975585938
F127,off,21,bear,upper,3,804.900024414062,570.099975585938
F127,off,21,bear,upper,4,811.700012207031,572.599975585938
F127,off,21,bear,upper,5,810.299987792969,580
F127,off,21,bear,upper,6,810.799987792969,586.200012207031
F127,off,21,bear,upper,7,799.200012207031,577
F127,off,21,bear,upper,8,794.200012207031,583.799987792969
F127,off,22,sportsCar,complete,1,860.400024414062,593.700012207031
F127,off,22,sportsCar,complete,2,852.5,573.599975585938
F127,off,22,sportsCar,complete,3,845.099975585938,568.5
F127,off,22,sportsCar,complete,4,853.099975585938,576
F127,off,22,sportsCar,complete,5,863.5,582.400024414062
F127,off,22,sportsCar,complete,6,856.599975585938,587.700012207031
F127,off,22,sportsCar,complete,7,848.400024414062,600
F127,off,22,sportsCar,complete,8,852.5,602.200012207031
F127,off,23,teapot,upper,1,828.799987792969,590.700012207031
F127,off,23,teapot,upper,2,833.099975585938,584.400024414062
F127,off,23,teapot,upper,3,824.599975585938,593.900024414062
F127,off,23,teapot,upper,4,836.099975585938,599
F127,off,23,teapot,upper,5,836.799987792969,602
F127,off,23,teapot,upper,6,840.5,594.400024414062
F127,off,23,teapot,upper,7,845.700012207031,594.799987792969
F127,off,23,teapot,upper,8,836,601.700012207031
F127,off,24,lamp,complete,1,861.700012207031,567.799987792969
F127,off,24,lamp,complete,2,855.099975585938,575.5
F127,off,24,lamp,complete,3,848.400024414062,598.200012207031
F127,off,24,lamp,complete,4,846.900024414062,596.799987792969
F127,off,24,lamp,complete,5,850.700012207031,585.900024414062
F127,off,24,lamp,complete,6,851.900024414062,594
F127,off,24,lamp,complete,7,847.700012207031,593
F127,off,24,lamp,complete,8,850.900024414062,590.700012207031
F127,on,1,bear,upper,1,789.400024414062,499.600006103516
F127,on,1,bear,upper,2,794,508.700012207031
F127,on,1,bear,upper,3,785.700012207031,514.099975585938
F127,on,1,bear,upper,4,793.799987792969,516
F127,on,1,bear,upper,5,798,520.599975585938
F127,on,1,bear,upper,6,798,523.799987792969
F127,on,1,bear,upper,7,794.5,519.900024414062
F127,on,1,bear,upper,8,800.900024414062,525.599975585938
F127,on,2,hare,complete,1,783.299987792969,559
F127,on,2,hare,complete,2,790.700012207031,563.200012207031
F127,on,2,hare,complete,3,796.099975585938,567.900024414062
F127,on,2,hare,complete,4,795.799987792969,573
F127,on,2,hare,complete,5,792.400024414062,563.799987792969
F127,on,2,hare,complete,6,784.099975585938,558.299987792969
F127,on,2,hare,complete,7,778.900024414062,553.599975585938
F127,on,2,hare,complete,8,784.900024414062,560.299987792969
F127,on,3,teapot,lower,1,717.900024414062,556.099975585938
F127,on,3,teapot,lower,2,724.200012207031,572.799987792969
F127,on,3,teapot,lower,3,722.700012207031,569.599975585938
F127,on,3,teapot,lower,4,732.900024414062,567.5
F127,on,3,teapot,lower,5,737.099975585938,574.700012207031
F127,on,3,teapot,lower,6,740,581.599975585938
F127,on,3,teapot,lower,7,746.799987792969,588.599975585938
F127,on,3,teapot,lower,8,748.5,592
F127,on,4,lamp,complete,1,734.400024414062,587.099975585938
F127,on,4,lamp,complete,2,751.599975585938,597.700012207031
F127,on,4,lamp,complete,3,743.700012207031,597.5
F127,on,4,lamp,complete,4,755.299987792969,607.099975585938
F127,on,4,lamp,complete,5,760.099975585938,601.299987792969
F127,on,4,lamp,complete,6,761.700012207031,599.5
F127,on,4,lamp,complete,7,755,596.299987792969
F127,on,4,lamp,complete,8,746,589.299987792969
F127,on,5,bison,complete,1,768.400024414062,570.799987792969
F127,on,5,bison,complete,2,771.200012207031,572.299987792969
F127,on,5,bison,complete,3,781.200012207031,586.5
F127,on,5,bison,complete,4,778.799987792969,594.400024414062
F127,on,5,bison,complete,5,782.099975585938,590.400024414062
F127,on,5,bison,complete,6,785.5,594.400024414062
F127,on,5,bison,complete,7,778.400024414062,592.799987792969
F127,on,5,bison,complete,8,767.900024414062,588.700012207031
F127,on,6,teapot,upper,1,743.200012207031,570
F127,on,6,teapot,upper,2,749.099975585938,581.400024414062
F127,on,6,teapot,upper,3,758.200012207031,579.299987792969
F127,on,6,teapot,upper,4,777.400024414062,592.5
F127,on,6,teapot,upper,5,781.700012207031,590.5
F127,on,6,teapot,upper,6,783.099975585938,591.200012207031
F127,on,6,teapot,upper,7,773.400024414062,590.099975585938
F127,on,6,teapot,upper,8,766,587.5
F127,on,7,elephant,lower,1,715.099975585938,543.599975585938
F127,on,7,elephant,lower,2,727.200012207031,550.599975585938
F127,on,7,elephant,lower,3,723,546.599975585938
F127,on,7,elephant,lower,4,728.200012207031,563.299987792969
F127,on,7,elephant,lower,5,733,563.400024414062
F127,on,7,elephant,lower,6,732,568.099975585938
F127,on,7,elephant,lower,7,712,576.5
F127,on,7,elephant,lower,8,716.200012207031,565.799987792969
F127,on,8,elephant,upper,1,730.5,640.700012207031
F127,on,8,elephant,upper,2,750.799987792969,527
F127,on,8,elephant,upper,3,748.299987792969,540.299987792969
F127,on,8,elephant,upper,4,745.099975585938,551.099975585938
F127,on,8,elephant,upper,5,754.299987792969,551.200012207031
F127,on,8,elephant,upper,6,771.5,556.200012207031
F127,on,8,elephant,upper,7,769.900024414062,555.900024414062
F127,on,8,elephant,upper,8,765.900024414062,555.599975585938
F127,on,9,sportsCar,complete,1,761.599975585938,557.299987792969
F127,on,9,sportsCar,complete,2,763.299987792969,560.099975585938
F127,on,9,sportsCar,complete,3,767.099975585938,562.400024414062
F127,on,9,sportsCar,complete,4,775.200012207031,573.700012207031
F127,on,9,sportsCar,complete,5,777.5,574.200012207031
F127,on,9,sportsCar,complete,6,781.099975585938,581.299987792969
F127,on,9,sportsCar,complete,7,783.5,575.200012207031
F127,on,9,sportsCar,complete,8,776.900024414062,577.799987792969
F127,on,10,jeep,lower,1,641.099975585938,582.200012207031
F127,on,10,jeep,lower,2,660.200012207031,590.799987792969
F127,on,10,jeep,lower,3,660.200012207031,604.5
F127,on,10,jeep,lower,4,675.200012207031,615.799987792969
F127,on,10,jeep,lower,5,683.099975585938,609
F127,on,10,jeep,lower,6,688.099975585938,616.599975585938
F127,on,10,jeep,lower,7,691.099975585938,609.5
F127,on,10,jeep,lower,8,683.799987792969,613.799987792969
F127,on,11,sportsCar,lower,1,700.400024414062,596.900024414062
F127,on,11,sportsCar,lower,2,699.799987792969,608.299987792969
F127,on,11,sportsCar,lower,3,697.900024414062,617
F127,on,11,sportsCar,lower,4,705.700012207031,620.299987792969
F127,on,11,sportsCar,lower,5,710.299987792969,632.200012207031
F127,on,11,sportsCar,lower,6,710.200012207031,620.799987792969
F127,on,11,sportsCar,lower,7,692,601.599975585938
F127,on,11,sportsCar,lower,8,701.599975585938,597.799987792969
F127,on,12,sportsCar,upper,1,727.700012207031,584.900024414062
F127,on,12,sportsCar,upper,2,731.700012207031,583.900024414062
F127,on,12,sportsCar,upper,3,735.200012207031,587.5
F127,on,12,sportsCar,upper,4,737.099975585938,597.400024414062
F127,on,12,sportsCar,upper,5,737.799987792969,598.299987792969
F127,on,12,sportsCar,upper,6,729.900024414062,608.5
F127,on,12,sportsCar,upper,7,733.900024414062,600.900024414062
F127,on,12,sportsCar,upper,8,729,594.799987792969
F127,on,13,lamp,upper,1,715.799987792969,575.700012207031
F127,on,13,lamp,upper,2,720.299987792969,559.200012207031
F127,on,13,lamp,upper,3,724,558.599975585938
F127,on,13,lamp,upper,4,722,562.700012207031
F127,on,13,lamp,upper,5,719.099975585938,574.900024414062
F127,on,13,lamp,upper,6,733.900024414062,579.900024414062
F127,on,13,lamp,upper,7,736.5,569.299987792969
F127,on,13,lamp,upper,8,741.200012207031,566.5
F127,on,14,hare,lower,1,752.099975585938,563.599975585938
F127,on,14,hare,lower,2,743.400024414062,558.5
F127,on,14,hare,lower,3,747.799987792969,561.599975585938
F127,on,14,hare,lower,4,747.200012207031,561.5
F127,on,14,hare,lower,5,747.200012207031,556
F127,on,14,hare,lower,6,743.200012207031,565.5
F127,on,14,hare,lower,7,746.700012207031,578.799987792969
F127,on,14,hare,lower,8,751.5,564.400024414062
F127,on,15,bear,lower,1,725.400024414062,532.299987792969
F127,on,15,bear,lower,2,731.400024414062,552.099975585938
F127,on,15,bear,lower,3,731.299987792969,554.599975585938
F127,on,15,bear,lower,4,735.200012207031,568.400024414062
F127,on,15,bear,lower,5,744.799987792969,579.900024414062
F127,on,15,bear,lower,6,746.700012207031,586.099975585938
F127,on,15,bear,lower,7,745.599975585938,576.400024414062
F127,on,15,bear,lower,8,756.400024414062,579.599975585938
F127,on,16,lamp,lower,1,820,965.799987792969
F127,on,16,lamp,lower,2,753.799987792969,579.900024414062
F127,on,16,lamp,lower,3,751.099975585938,577.799987792969
F127,on,16,lamp,lower,4,761.599975585938,582.799987792969
F127,on,16,lamp,lower,5,764.599975585938,585.900024414062
F127,on,16,lamp,lower,6,774.799987792969,581.900024414062
F127,on,16,lamp,lower,7,756.900024414062,573.900024414062
F127,on,16,lamp,lower,8,761.099975585938,575.700012207031
F127,on,17,hare,upper,1,702.400024414062,523.5
F127,on,17,hare,upper,2,714.900024414062,527.599975585938
F127,on,17,hare,upper,3,712.900024414062,533.799987792969
F127,on,17,hare,upper,4,710.599975585938,537.599975585938
F127,on,17,hare,upper,5,715,526.599975585938
F127,on,17,hare,upper,6,725,539.099975585938
F127,on,17,hare,upper,7,724.599975585938,544.200012207031
F127,on,17,hare,upper,8,726.200012207031,547.200012207031
F127,on,18,elephant,complete,1,748,580.700012207031
F127,on,18,elephant,complete,2,741.700012207031,571.200012207031
F127,on,18,elephant,complete,3,743.200012207031,571.299987792969
F127,on,18,elephant,complete,4,745.700012207031,566.400024414062
F127,on,18,elephant,complete,5,742.400024414062,568.799987792969
F127,on,18,elephant,complete,6,744.099975585938,568.299987792969
F127,on,18,elephant,complete,7,741.200012207031,569.200012207031
F127,on,18,elephant,complete,8,742.599975585938,560.799987792969
F127,on,19,jeep,complete,1,731.099975585938,577.799987792969
F127,on,19,jeep,complete,2,736.700012207031,586.599975585938
F127,on,19,jeep,complete,3,743.599975585938,597.900024414062
F127,on,19,jeep,complete,4,754.599975585938,597.599975585938
F127,on,19,jeep,complete,5,754.200012207031,597.200012207031
F127,on,19,jeep,complete,6,749.599975585938,600.299987792969
F127,on,19,jeep,complete,7,747.5,596.799987792969
F127,on,19,jeep,complete,8,750.299987792969,587.099975585938
F127,on,20,bear,complete,1,741.200012207031,578.099975585938
F127,on,20,bear,complete,2,736.099975585938,583.299987792969
F127,on,20,bear,complete,3,742.200012207031,585.5
F127,on,20,bear,complete,4,741.400024414062,588.400024414062
F127,on,20,bear,complete,5,742.700012207031,631.900024414062
F127,on,20,bear,complete,6,746.900024414062,591.299987792969
F127,on,20,bear,complete,7,751.599975585938,595
F127,on,20,bear,complete,8,752.799987792969,590.5
F127,on,21,bison,upper,1,750.200012207031,547
F127,on,21,bison,upper,2,752,541.400024414062
F127,on,21,bison,upper,3,752.799987792969,551.900024414062
F127,on,21,bison,upper,4,765,552.799987792969
F127,on,21,bison,upper,5,759.5,550.700012207031
F127,on,21,bison,upper,6,751.799987792969,554.599975585938
F127,on,21,bison,upper,7,747.599975585938,556
F127,on,21,bison,upper,8,741.900024414062,553
F127,on,22,jeep,upper,1,730.799987792969,576.200012207031
F127,on,22,jeep,upper,2,724.5,587.900024414062
F127,on,22,jeep,upper,3,726.5,579.5
F127,on,22,jeep,upper,4,732.099975585938,569.099975585938
F127,on,22,jeep,upper,5,749,589.5
F127,on,22,jeep,upper,6,750.900024414062,584.599975585938
F127,on,22,jeep,upper,7,745.400024414062,562.099975585938
F127,on,22,jeep,upper,8,749.5,582.099975585938
F127,on,23,teapot,complete,1,748.299987792969,567.299987792969
F127,on,23,teapot,complete,2,742.700012207031,570.599975585938
F127,on,23,teapot,complete,3,747.599975585938,572.099975585938
F127,on,23,teapot,complete,4,757.400024414062,581.099975585938
F127,on,23,teapot,complete,5,758.900024414062,584
F127,on,23,teapot,complete,6,753.700012207031,569.900024414062
F127,on,23,teapot,complete,7,747.200012207031,562.599975585938
F127,on,23,teapot,complete,8,752.700012207031,556.799987792969
F127,on,24,bison,lower,1,733.299987792969,576.400024414062
F127,on,24,bison,lower,2,733.700012207031,578.400024414062
F127,on,24,bison,lower,3,736.099975585938,585.299987792969
F127,on,24,bison,lower,4,746.299987792969,588.099975585938
F127,on,24,bison,lower,5,754.599975585938,604.400024414062
F127,on,24,bison,lower,6,756,584
F127,on,24,bison,lower,7,758.799987792969,589.099975585938
F127,on,24,bison,lower,8,753.200012207031,567.599975585938
F128,off,1,bison,upper,1,767.299987792969,546.099975585938
F128,off,1,bison,upper,2,766.299987792969,542.5
F128,off,1,bison,upper,3,768.700012207031,547.900024414062
F128,off,1,bison,upper,4,772.599975585938,556.099975585938
F128,off,1,bison,upper,5,778,555.900024414062
F128,off,1,bison,upper,6,775.900024414062,552.200012207031
F128,off,1,bison,upper,7,771.400024414062,549.900024414062
F128,off,1,bison,upper,8,773,562.099975585938
F128,off,2,jeep,lower,1,779.599975585938,569.700012207031
F128,off,2,jeep,lower,2,771.900024414062,554.799987792969
F128,off,2,jeep,lower,3,767.5,558.700012207031
F128,off,2,jeep,lower,4,778.099975585938,556
F128,off,2,jeep,lower,5,780.799987792969,559.900024414062
F128,off,2,jeep,lower,6,781.599975585938,563.200012207031
F128,off,2,jeep,lower,7,783,555.900024414062
F128,off,2,jeep,lower,8,775.700012207031,555.700012207031
F128,off,3,jeep,complete,1,778.299987792969,563.299987792969
F128,off,3,jeep,complete,2,773.299987792969,543.299987792969
F128,off,3,jeep,complete,3,775.700012207031,543
F128,off,3,jeep,complete,4,789.799987792969,538.900024414062
F128,off,3,jeep,complete,5,789.599975585938,545.400024414062
F128,off,3,jeep,complete,6,788.200012207031,540.700012207031
F128,off,3,jeep,complete,7,786.200012207031,540
F128,off,3,jeep,complete,8,787.299987792969,545.099975585938
F128,off,4,teapot,upper,1,794.5,561.099975585938
F128,off,4,teapot,upper,2,785.700012207031,549.299987792969
F128,off,4,teapot,upper,3,780.400024414062,550.700012207031
F128,off,4,teapot,upper,4,773.799987792969,547.099975585938
F128,off,4,teapot,upper,5,784.700012207031,548.799987792969
F128,off,4,teapot,upper,6,775.299987792969,548.900024414062
F128,off,4,teapot,upper,7,767.799987792969,547.700012207031
F128,off,4,teapot,upper,8,780.099975585938,550.799987792969
F128,off,5,teapot,complete,1,769.299987792969,549.599975585938
F128,off,5,teapot,complete,2,765.5,540.5
F128,off,5,teapot,complete,3,778.5,547.700012207031
F128,off,5,teapot,complete,4,783.400024414062,555.099975585938
F128,off,5,teapot,complete,5,NaN,NaN
F128,off,5,teapot,complete,6,781.299987792969,539
F128,off,5,teapot,complete,7,774.5,550.900024414062
F128,off,5,teapot,complete,8,773.299987792969,545
F128,off,6,lamp,lower,1,749.5,522.099975585938
F128,off,6,lamp,lower,2,747.5,522.5
F128,off,6,lamp,lower,3,762.5,533.900024414062
F128,off,6,lamp,lower,4,762.299987792969,537.5
F128,off,6,lamp,lower,5,766.400024414062,532.700012207031
F128,off,6,lamp,lower,6,762.599975585938,536.200012207031
F128,off,6,lamp,lower,7,769.599975585938,533.299987792969
F128,off,6,lamp,lower,8,749.599975585938,537.799987792969
F128,off,7,lamp,complete,1,757.799987792969,527.299987792969
F128,off,7,lamp,complete,2,759.299987792969,525.799987792969
F128,off,7,lamp,complete,3,758.900024414062,525.900024414062
F128,off,7,lamp,complete,4,755.400024414062,517.5
F128,off,7,lamp,complete,5,761.5,513.5
F128,off,7,lamp,complete,6,759,522.799987792969
F128,off,7,lamp,complete,7,761.200012207031,524.5
F128,off,7,lamp,complete,8,760.099975585938,518.799987792969
F128,off,8,lamp,upper,1,783.299987792969,551.700012207031
F128,off,8,lamp,upper,2,778,544.799987792969
F128,off,8,lamp,upper,3,776,533.099975585938
F128,off,8,lamp,upper,4,768.5,529.599975585938
F128,off,8,lamp,upper,5,767.599975585938,527.200012207031
F128,off,8,lamp,upper,6,761.200012207031,538.5
F128,off,8,lamp,upper,7,771,538.900024414062
F128,off,8,lamp,upper,8,764.599975585938,526.5
F128,off,9,bear,lower,1,757.400024414062,521.099975585938
F128,off,9,bear,lower,2,754.5,530.799987792969
F128,off,9,bear,lower,3,756.599975585938,531.299987792969
F128,off,9,bear,lower,4,769.400024414062,543.799987792969
F128,off,9,bear,lower,5,754.400024414062,543.799987792969
F128,off,9,bear,lower,6,773.099975585938,543.599975585938
F128,off,9,bear,lower,7,781.099975585938,554.599975585938
F128,off,9,bear,lower,8,772.299987792969,553.5
F128,off,10,elephant,lower,1,775.900024414062,547.5
F128,off,10,elephant,lower,2,775,540.400024414062
F128,off,10,elephant,lower,3,769.900024414062,529.299987792969
F128,off,10,elephant,lower,4,772.900024414062,546.799987792969
F128,off,10,elephant,lower,5,776.299987792969,542.799987792969
F128,off,10,elephant,lower,6,769.299987792969,538.5
F128,off,10,elephant,lower,7,780.200012207031,546.299987792969
F128,off,10,elephant,lower,8,786.5,552.700012207031
F128,off,11,jeep,upper,1,773.700012207031,545.099975585938
F128,off,11,jeep,upper,2,760.599975585938,535.099975585938
F128,off,11,jeep,upper,3,769.400024414062,537
F128,off,11,jeep,upper,4,771.799987792969,540.799987792969
F128,off,11,jeep,upper,5,768.599975585938,538.400024414062
F128,off,11,jeep,upper,6,761.099975585938,535.099975585938
F128,off,11,jeep,upper,7,756.900024414062,531
F128,off,11,jeep,upper,8,757.200012207031,534.799987792969
F128,off,12,bison,lower,1,763.099975585938,544.799987792969
F128,off,12,bison,lower,2,756.099975585938,529.400024414062
F128,off,12,bison,lower,3,760.200012207031,531.099975585938
F128,off,12,bison,lower,4,760.099975585938,525.5
F128,off,12,bison,lower,5,757.799987792969,528.200012207031
F128,off,12,bison,lower,6,765.900024414062,527
F128,off,12,bison,lower,7,760.700012207031,529
F128,off,12,bison,lower,8,761.599975585938,535.200012207031
F128,off,13,sportsCar,lower,1,768.599975585938,526.799987792969
F128,off,13,sportsCar,lower,2,763.799987792969,521.599975585938
F128,off,13,sportsCar,lower,3,766.099975585938,516.400024414062
F128,off,13,sportsCar,lower,4,766.599975585938,520.900024414062
F128,off,13,sportsCar,lower,5,769.599975585938,523.200012207031
F128,off,13,sportsCar,lower,6,759.200012207031,525.900024414062
F128,off,13,sportsCar,lower,7,766.099975585938,530
F128,off,13,sportsCar,lower,8,767.5,538
F128,off,14,sportsCar,complete,1,765.400024414062,545.200012207031
F128,off,14,sportsCar,complete,2,763.099975585938,536.700012207031
F128,off,14,sportsCar,complete,3,759.700012207031,537.400024414062
F128,off,14,sportsCar,complete,4,777.599975585938,544.599975585938
F128,off,14,sportsCar,complete,5,757.299987792969,535.599975585938
F128,off,14,sportsCar,complete,6,756.900024414062,532.900024414062
F128,off,14,sportsCar,complete,7,766.400024414062,538.299987792969
F128,off,14,sportsCar,complete,8,760.400024414062,543.799987792969
F128,off,15,bear,upper,1,759.900024414062,536.299987792969
F128,off,15,bear,upper,2,764.099975585938,530.599975585938
F128,off,15,bear,upper,3,768.400024414062,530.799987792969
F128,off,15,bear,upper,4,764.299987792969,533.900024414062
F128,off,15,bear,upper,5,775.400024414062,532.900024414062
F128,off,15,bear,upper,6,769,532.700012207031
F128,off,15,bear,upper,7,759.799987792969,531.5
F128,off,15,bear,upper,8,759.700012207031,532.700012207031
F128,off,16,hare,lower,1,756.900024414062,529
F128,off,16,hare,lower,2,748.299987792969,527.799987792969
F128,off,16,hare,lower,3,749.299987792969,532.5
F128,off,16,hare,lower,4,749.200012207031,531.299987792969
F128,off,16,hare,lower,5,760.599975585938,531.099975585938
F128,off,16,hare,lower,6,767.299987792969,534.099975585938
F128,off,16,hare,lower,7,770.700012207031,532.900024414062
F128,off,16,hare,lower,8,755.400024414062,540.299987792969
F128,off,17,bear,complete,1,773.799987792969,534.5
F128,off,17,bear,complete,2,771,526.400024414062
F128,off,17,bear,complete,3,771.099975585938,529.700012207031
F128,off,17,bear,complete,4,762.900024414062,534.700012207031
F128,off,17,bear,complete,5,753,525.200012207031
F128,off,17,bear,complete,6,759.599975585938,522.200012207031
F128,off,17,bear,complete,7,752.599975585938,530.700012207031
F128,off,17,bear,complete,8,763.900024414062,536.900024414062
F128,off,18,elephant,complete,1,761.5,533.099975585938
F128,off,18,elephant,complete,2,749.5,522.400024414062
F128,off,18,elephant,complete,3,763.099975585938,533.599975585938
F128,off,18,elephant,complete,4,766.799987792969,538.599975585938
F128,off,18,elephant,complete,5,769.700012207031,541.200012207031
F128,off,18,elephant,complete,6,771.599975585938,529.099975585938
F128,off,18,elephant,complete,7,757.400024414062,525.799987792969
F128,off,18,elephant,complete,8,755.5,530.200012207031
F128,off,19,bison,complete,1,768.900024414062,538.900024414062
F128,off,19,bison,complete,2,765.200012207031,532.099975585938
F128,off,19,bison,complete,3,774.799987792969,531.799987792969
F128,off,19,bison,complete,4,772.400024414062,527.299987792969
F128,off,19,bison,complete,5,768.799987792969,536
F128,off,19,bison,complete,6,767.599975585938,543.400024414062
F128,off,19,bison,complete,7,773.799987792969,545.5
F128,off,19,bison,complete,8,763.099975585938,545.400024414062
F128,off,20,hare,upper,1,751.900024414062,514.099975585938
F128,off,20,hare,upper,2,748.099975585938,521.200012207031
F128,off,20,hare,upper,3,755.400024414062,517
F128,off,20,hare,upper,4,760,524.5
F128,off,20,hare,upper,5,754.900024414062,521.400024414062
F128,off,20,hare,upper,6,761,524.099975585938
F128,off,20,hare,upper,7,760.299987792969,523.099975585938
F128,off,20,hare,upper,8,770.400024414062,537.5
F128,off,21,hare,complete,1,787.599975585938,556.200012207031
F128,off,21,hare,complete,2,775,531.599975585938
F128,off,21,hare,complete,3,777.900024414062,536.5
F128,off,21,hare,complete,4,774.400024414062,551.900024414062
F128,off,21,hare,complete,5,765,553.900024414062
F128,off,21,hare,complete,6,782.200012207031,557.599975585938
F128,off,21,hare,complete,7,783.5,542.700012207031
F128,off,21,hare,complete,8,773,534.700012207031
F128,off,22,teapot,lower,1,758.299987792969,537.799987792969
F128,off,22,teapot,lower,2,764.200012207031,525
F128,off,22,teapot,lower,3,760.099975585938,526.5
F128,off,22,teapot,lower,4,753.799987792969,525.799987792969
F128,off,22,teapot,lower,5,759.5,521.599975585938
F128,off,22,teapot,lower,6,763.099975585938,521.099975585938
F128,off,22,teapot,lower,7,757.799987792969,519.599975585938
F128,off,22,teapot,lower,8,772.700012207031,522.900024414062
F128,off,23,sportsCar,upper,1,800,552.700012207031
F128,off,23,sportsCar,upper,2,775.799987792969,543.799987792969
F128,off,23,sportsCar,upper,3,777.200012207031,531.700012207031
F128,off,23,sportsCar,upper,4,778.900024414062,533
F128,off,23,sportsCar,upper,5,787.599975585938,542.400024414062
F128,off,23,sportsCar,upper,6,770.5,532.900024414062
F128,off,23,sportsCar,upper,7,779.200012207031,550.900024414062
F128,off,23,sportsCar,upper,8,770.799987792969,541.099975585938
F128,off,24,elephant,upper,1,762.5,528.900024414062
F128,off,24,elephant,upper,2,765.599975585938,519.599975585938
F128,off,24,elephant,upper,3,761.400024414062,524.700012207031
F128,off,24,elephant,upper,4,748.700012207031,522.799987792969
F128,off,24,elephant,upper,5,765.599975585938,528.400024414062
F128,off,24,elephant,upper,6,760.5,527.900024414062
F128,off,24,elephant,upper,7,759.599975585938,528.200012207031
F128,off,24,elephant,upper,8,764.799987792969,536.900024414062
F128,on,1,bear,complete,1,766.099975585938,556.200012207031
F128,on,1,bear,complete,2,774.099975585938,564
F128,on,1,bear,complete,3,780.599975585938,574.200012207031
F128,on,1,bear,complete,4,788.400024414062,590.700012207031
F128,on,1,bear,complete,5,785.400024414062,593.299987792969
F128,on,1,bear,complete,6,786.099975585938,588.299987792969
F128,on,1,bear,complete,7,782.099975585938,585.599975585938
F128,on,1,bear,complete,8,795.400024414062,589.700012207031
F128,on,2,bison,lower,1,794.200012207031,574.599975585938
F128,on,2,bison,lower,2,803.200012207031,587.5
F128,on,2,bison,lower,3,789.099975585938,589
F128,on,2,bison,lower,4,801.599975585938,580.900024414062
F128,on,2,bison,lower,5,803.799987792969,585.099975585938
F128,on,2,bison,lower,6,801.400024414062,587.599975585938
F128,on,2,bison,lower,7,796.099975585938,578.700012207031
F128,on,2,bison,lower,8,792.200012207031,581.5
F128,on,3,hare,lower,1,775.700012207031,561.900024414062
F128,on,3,hare,lower,2,776.5,560.299987792969
F128,on,3,hare,lower,3,791.700012207031,573.599975585938
F128,on,3,hare,lower,4,794.299987792969,571.200012207031
F128,on,3,hare,lower,5,793.400024414062,566.799987792969
F128,on,3,hare,lower,6,795.299987792969,563.299987792969
F128,on,3,hare,lower,7,791.200012207031,563.299987792969
