subject,region,X,Y,eccentricity,fwhm,r2
160728F099,LGN,1.2819377085801,-0.819519899488227,1.52150489790102,1.28251835985673,0.250167399468913
160728F099,LGN,2.01817913944671,-0.521225244519515,2.08439986433081,1.96134432635586,0.231680097772293
160728F099,LGN,2.16514005371234,-1.42695698477235,2.59307494850806,1.83534453339534,0.231348178102233
160728F099,LGN,0.569201942654712,0.150203452087179,0.588686613182943,0.911017574322215,0.212287459286057
160728F099,LGN,3.10481459364475,0.914120339728136,3.23658611138559,2.95069512697153,0.231491737497451
160728F099,LGN,2.40439771105215,0.146443324755166,2.40885325420171,0.414303001014385,0.298457458665452
160728F099,LGN,1.92262898604762,-0.426700417337686,1.96940992790903,1.23426619182276,0.24641294255341
160728F099,LGN,2.48194982297016,-1.16924854175399,2.74357742302554,2.21124034324929,0.229575568115886
160728F099,LGN,1.8194644362577,-0.500883799059864,1.88715007748912,2.63968255986429,0.236884431290412
160728F099,LGN,3.12211801767779,0.254869168012919,3.13250366466057,2.82162419531335,0.283411473434785
160728F099,LGN,1.65362239720414,0.772679539367952,1.82523990288757,1.2609675907168,0.278452575950023
160728F099,LGN,2.12723885807247,1.064088090886,2.37853497440312,1.59430513011779,0.248157635598666
160728F099,LGN,2.18183398212795,-0.258247221148547,2.19706421226127,2.59837296693149,0.212033433336095
160728F099,LGN,2.79228793111802,0.869449868879166,2.92451961264775,1.4687603083934,0.216192848776948
160728F099,LGN,1.40166334920065,-0.167452200945519,1.41163039925254,0.499428112853534,0.243754190038749
160728F099,LGN,1.16093635001457,-0.214557976893647,1.18059660097506,0.554674656405803,0.224554733823116
160728F099,LGN,-1.39203124229085,0.336795427102417,1.43219486775749,2.39051626993289,0.255363859029497
160728F099,LGN,-2.10303557338303,-0.523148535836178,2.16712782582431,2.58879575073503,0.208497806695944
160728F099,LGN,-2.1709484198875,-0.119126334730101,2.17421436970651,2.30076903224242,0.234198972911316
160728F099,LGN,-1.12017307129252,-0.51686534757174,1.23366830921824,1.84921066189453,0.276938868367535
160728F099,LGN,-2.24566851523189,1.0701386280439,2.48761407045697,2.14306038416829,0.345848852241304
160728F099,LGN,-1.12105628518667,1.10885080569269,1.57680604509301,1.49075991464429,0.21531894087763
160728F099,LGN,-1.51742280080705,-0.101765758399426,1.52083142589563,1.47987175860572,0.318994722776932
160728F099,LGN,-1.79773654638448,0.467224518274359,1.85745940485468,1.52182644265225,0.31295396913619
160728F099,LGN,-1.52328590747666,0.555693413715123,1.62147930173757,1.55137344911039,0.265415196705786
160728F099,LGN,-2.09826612167835,1.00169507290655,2.32510510224126,1.67015921842369,0.44745328740243
160728F099,LGN,-0.667585366025852,-0.326576227353457,0.743183862314224,1.5779338768334,0.386285771615677
160728F099,LGN,-2.72711002676923,1.02215130309919,2.91237401178706,2.24395593494778,0.378523936659152
160728F099,LGN,-1.53105947972272,1.21092589026789,1.95204627049922,2.53024405760718,0.269763348132779
160728F099,LGN,-2.30998354296386,1.69658107864841,2.86607943455719,1.71731340197739,0.294365068302528
160728F099,LGN,-0.799037980534082,-0.190781598391548,0.82149821218358,0.713037548329535,0.244477209947975
160728F099,LGN,-2.77221098354873,0.464619409803415,2.8108761860449,3.33772291998861,0.236067974118368
160728F099,LGN,-1.74089980066623,0.420703023339712,1.79101176707661,2.30274300843505,0.254789086816469
160728F099,LGN,-0.994735384362373,0.159574113105808,1.00745341454385,0.408490147591785,0.335914893149821
160616M090,LGN,3.6556870106021,-0.202846443278922,3.661310448328,2.78279235800051,0.22894058923087
160616M090,LGN,1.90493661605003,-1.27328975680241,2.29129882729121,1.69036195925986,0.378121287859585
160616M090,LGN,1.55573476723007,-0.13668003092197,1.56172727991197,2.10456409101545,0.216989376194692
160616M090,LGN,1.28909645846644,0.0165169985380361,1.28920226902974,2.78960901312958,0.217070671195705
160616M090,LGN,1.58905501713147,-0.408961027668936,1.64083666756406,2.45137615159665,0.357979658319811
160616M090,LGN,2.26804118484825,0.346517570530807,2.29435944064012,2.4370610049358,0.233229062570692
160616M090,LGN,1.99645218653619,0.396292225188596,2.03540385694586,1.95622245621912,0.271871214145183
160616M090,LGN,3.95867817192675,0.272586311669099,3.96805193592507,3.38803463035087,0.347896131384183
160616M090,LGN,2.03960116263094,-0.1972855331462,2.04912041720204,2.48230235587488,0.350788278959762
160616M090,LGN,2.00010722607788,-0.488858302839188,2.05898308785278,2.53681524982728,0.382020862943729
160616M090,LGN,1.89160507120441,-0.69277801603724,2.01447539694848,1.21185709902062,0.265428553009477
160616M090,LGN,2.23219742923716,0.679324186217759,2.33327810452878,2.40713654961421,0.231008475209441
160616M090,LGN,1.23741116579143,-0.49877601138699,1.33415287833158,1.66142533598832,0.223142225046561
160616M090,LGN,0.534230942265125,0.801738102753674,0.963424457381347,2.22048676480773,0.288498028052242
160616M090,LGN,2.39009017497105,1.08844445265607,2.62626014914953,2.43445592447448,0.265651173403931
160616M090,LGN,1.53542506359847,-0.0893942767472581,1.53802518270721,2.22857078765486,0.337251869577817
160616M090,LGN,3.98122916123047,-1.49623260075191,4.25310446965328,3.32689456831821,0.215236388676689
160616M090,LGN,3.78408966532711,0.881979898722988,3.88551452667299,3.37230471706552,0.307885903755059
160616M090,LGN,-1.7141603250302,-0.0469533072413856,1.71480326363363,1.53822723682875,0.230898588961803
160616M090,LGN,-1.99021358657485,-0.250832444478989,2.00595788474993,2.88726640543526,0.368232205282687
160616M090,LGN,-1.52021567638959,1.10454960871154,1.87911828814619,1.51708810871181,0.257195623551682
160616M090,LGN,-1.69606133836797,1.77460251757573,2.45475826893254,2.04357185408968,0.22666431932248
160616M090,LGN,-2.27120960891698,1.24245207391708,2.58883762403471,2.98752420331882,0.222660638821918
160616M090,LGN,-1.29905034611047,2.63728244502821,2.93986232612748,3.14513367688165,0.32962623258251
160616M090,LGN,-1.35220225669313,1.48476512279453,2.0082276795406,1.70920000287315,0.343137487296951
160616M090,LGN,-0.893842759757834,1.48109320115886,1.72991096582758,1.73130488477586,0.372900396001592
160627F008,LGN,0.692124886592853,-0.274472123815145,0.744561485300419,1.94137846751736,0.197026449680165
160627F008,LGN,0.461414826243426,0.246117591174058,0.522950772599651,1.94284851184375,0.229327540284965
160627F008,LGN,0.537560029932428,0.610592851560735,0.813507477628831,2.30838364619731,0.188196835203486
160627F008,LGN,1.91840078609911,2.09787522373781,2.84277013324656,2.74098555295875,0.164519113504585
160627F008,LGN,0.599363187243133,0.693992793310446,0.916985401949825,1.9554487627484,0.220052361095839
160627F008,LGN,1.61658101610428,0.256368426104942,1.63678311071818,1.31386405346294,0.200137087040452
160627F008,LGN,2.26559630736406,1.34330568023108,2.63389384343461,1.76326213227119,0.238134649961183
160627F008,LGN,1.18255750410151,0.0130605657713695,1.18262962455922,2.26828881650567,0.214831796456265
160627F008,LGN,-2.82729780850398,-0.405043834936694,2.85616410701339,2.55764875747226,0.26024140097376
160627F008,LGN,-2.47494348466824,-0.316263473524845,2.49506870386124,2.34818819070628,0.178894201807422
160627F008,LGN,-2.36304891444923,-0.900742616547964,2.5289004395874,1.12741195869112,0.161214738573318
160627F008,LGN,-2.16203842455278,-0.552756201313353,2.23158006070431,2.31785294643413,0.298554405054015
160627F008,LGN,-2.36023894099938,-0.097396387078367,2.362247640453,2.03604371037154,0.175463975294428
